season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltySave,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,7030794,27,4,Newcastle_United,Home,10438,28301,Cheik Tiote,cheik-tiote,M,False,,,2.0,25.0,27.0,52.0,4.0,6.0,20.0,,,,1.0,,,,7.0,11.0,,,2.0,,,,,3.0,,,90.0,,,,,,,,7.3,,,,,2.0,2.0,,,7.0,,36.0,30.0,66.0,0,3.0,80.0,1.0,,2.0
2015-16,7030794,27,4,Newcastle_United,Home,15007,40799,Vurnon Anita,vurnon-anita,M,False,,,2.0,17.0,9.0,26.0,1.0,,6.0,,,,,,,1.0,3.0,5.0,,,1.0,,1.0,,,4.0,,,90.0,1.0,,,,,,,7.7,,,,,3.0,,1.0,,10.0,,33.0,11.0,43.0,1,5.0,76.0,1.0,,
2015-16,7030794,27,4,Newcastle_United,Home,22126,41733,Georginio Wijnaldum,georginio-wijnaldum,M,True,,,1.0,2.0,1.0,3.0,1.0,,3.0,,1.0,,,,,,1.0,3.0,,,,,,,,,,,9.0,1.0,,,,,,,6.8,,,1.0,,,1.0,,,1.0,,3.0,1.0,4.0,2,1.0,11.0,1.0,1.0,1.0
2015-16,7030794,27,4,Newcastle_United,Home,26895,43521,Henri Saivet,henri-saivet,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,7030794,27,4,Newcastle_United,Home,27014,45268,Moussa Sissoko,moussa-sissoko,M,False,,,1.0,15.0,7.0,22.0,1.0,1.0,9.0,,,,1.0,,,3.0,12.0,8.0,,,3.0,1.0,,,,1.0,1.0,,90.0,1.0,,,,,,,6.3,,,,,1.0,9.0,4.0,,3.0,,31.0,10.0,37.0,1,,70.0,4.0,2.0,5.0
2015-16,7030794,27,4,Newcastle_United,Home,30262,48773,Siem de Jong,siem-de-jong,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,7030794,27,4,Newcastle_United,Home,36465,50232,Jonjo Shelvey,jonjo-shelvey,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,7030794,27,4,Newcastle_United,Home,40686,58771,Jack Colback,jack-colback,M,False,1.0,,,14.0,11.0,24.0,1.0,,6.0,,,,1.0,,,2.0,7.0,1.0,,,2.0,,,,,1.0,,,90.0,,,,,,,,6.2,,,,,1.0,1.0,1.0,,1.0,,19.0,12.0,30.0,0,1.0,43.0,1.0,,
2015-16,6768272,28,4,Newcastle_United,Away,22126,41733,Georginio Wijnaldum,georginio-wijnaldum,M,False,,,1.0,22.0,9.0,31.0,,,6.0,,,,1.0,,,5.0,7.0,9.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,6.4,,,,,,5.0,2.0,,2.0,,30.0,11.0,39.0,0,,59.0,,5.0,4.0
2015-16,6768272,28,4,Newcastle_United,Away,26895,43521,Henri Saivet,henri-saivet,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768272,28,4,Newcastle_United,Away,26982,42727,Yoan Gouffran,yoan-gouffran,M,False,,,1.0,13.0,9.0,22.0,1.0,1.0,11.0,,,,,,,4.0,7.0,4.0,,,1.0,,,,,1.0,,,74.0,,,,,,,,6.4,,,,,1.0,2.0,1.0,,2.0,,17.0,9.0,25.0,0,2.0,41.0,2.0,,1.0
2015-16,6768272,28,4,Newcastle_United,Away,27014,45268,Moussa Sissoko,moussa-sissoko,M,False,2.0,,2.0,24.0,15.0,37.0,1.0,2.0,8.0,,,,,,,3.0,8.0,4.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,6.3,,,,,1.0,5.0,6.0,,4.0,,35.0,15.0,44.0,0,1.0,66.0,2.0,,1.0
2015-16,6768272,28,4,Newcastle_United,Away,36465,50232,Jonjo Shelvey,jonjo-shelvey,M,False,2.0,,1.0,23.0,10.0,31.0,,1.0,5.0,,,,2.0,,,,2.0,8.0,,,,,,,,2.0,2.0,,90.0,1.0,,,,,,,7.6,,,,,,2.0,4.0,,9.0,,39.0,10.0,45.0,1,4.0,63.0,3.0,1.0,2.0
2015-16,6768272,28,4,Newcastle_United,Away,40686,58771,Jack Colback,jack-colback,M,False,,,,10.0,17.0,27.0,2.0,1.0,8.0,,,,3.0,,,,7.0,4.0,,,2.0,,,,,2.0,,,84.0,,,,,,,,6.4,,,,,1.0,,1.0,,1.0,,13.0,17.0,29.0,0,2.0,39.0,,1.0,
2015-16,6768283,29,4,Newcastle_United,Home,15007,40799,Vurnon Anita,vurnon-anita,M,True,,,1.0,19.0,11.0,30.0,,,5.0,,,,1.0,,,1.0,4.0,4.0,,,2.0,,,,,,,,59.0,,1.0,,,,,,6.6,,,,,,,,,4.0,,25.0,12.0,37.0,0,3.0,44.0,1.0,1.0,
2015-16,6768283,29,4,Newcastle_United,Home,22126,41733,Georginio Wijnaldum,georginio-wijnaldum,M,False,,,1.0,21.0,8.0,29.0,2.0,,9.0,,,1.0,1.0,,,5.0,10.0,5.0,,,1.0,,,,,1.0,3.0,,90.0,,,,,,,,6.2,,,,,1.0,1.0,,,2.0,,25.0,10.0,35.0,1,3.0,55.0,3.0,2.0,
2015-16,6768283,29,4,Newcastle_United,Home,26895,43521,Henri Saivet,henri-saivet,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768283,29,4,Newcastle_United,Home,26982,42727,Yoan Gouffran,yoan-gouffran,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768283,29,4,Newcastle_United,Home,27014,45268,Moussa Sissoko,moussa-sissoko,M,False,1.0,,,21.0,6.0,26.0,1.0,2.0,5.0,,,,,,,,3.0,8.0,,,1.0,,,,,,1.0,,69.0,1.0,,,,,,,7.3,,,1.0,,,5.0,6.0,,,,35.0,7.0,36.0,2,2.0,56.0,,,4.0
2015-16,6768283,29,4,Newcastle_United,Home,36465,50232,Jonjo Shelvey,jonjo-shelvey,M,False,2.0,,4.0,20.0,19.0,37.0,5.0,,5.0,1.0,,,4.0,,,,11.0,9.0,,,2.0,1.0,,,,3.0,2.0,,90.0,,,,,,,,7.7,,,1.0,,,3.0,7.0,,15.0,,36.0,21.0,50.0,1,6.0,74.0,1.0,,3.0
2015-16,6768283,29,4,Newcastle_United,Home,40686,58771,Jack Colback,jack-colback,M,False,,,1.0,19.0,13.0,32.0,1.0,1.0,8.0,,,,2.0,,,,4.0,9.0,,,1.0,,,,,2.0,1.0,,90.0,,,,,,,,7.0,,,,,1.0,1.0,1.0,,5.0,,25.0,19.0,43.0,0,3.0,71.0,1.0,4.0,1.0
2015-16,6768290,30,4,Newcastle_United,Away,15007,40799,Vurnon Anita,vurnon-anita,M,False,,,3.0,11.0,17.0,28.0,,,6.0,,,,2.0,,,1.0,4.0,,,,,,,,,1.0,,,56.0,,1.0,,,,,,6.4,,,,,1.0,1.0,,,4.0,,13.0,20.0,33.0,0,,40.0,,,
2015-16,6768290,30,4,Newcastle_United,Away,22126,41733,Georginio Wijnaldum,georginio-wijnaldum,M,False,,,2.0,26.0,17.0,43.0,1.0,3.0,4.0,,,,1.0,,,3.0,8.0,9.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,6.7,,,,,1.0,5.0,,,2.0,,29.0,20.0,49.0,0,2.0,63.0,,1.0,3.0
2015-16,6768290,30,4,Newcastle_United,Away,26895,43521,Henri Saivet,henri-saivet,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768290,30,4,Newcastle_United,Away,27014,45268,Moussa Sissoko,moussa-sissoko,M,False,1.0,,2.0,23.0,13.0,35.0,3.0,4.0,11.0,,,2.0,,,,,6.0,13.0,,,2.0,,,,,2.0,3.0,,90.0,,,,,,,,7.9,,,1.0,,2.0,5.0,3.0,,3.0,,32.0,17.0,46.0,3,4.0,74.0,,1.0,4.0
2015-16,6768290,30,4,Newcastle_United,Away,30262,48773,Siem de Jong,siem-de-jong,M,True,,,,6.0,2.0,8.0,2.0,,,,,,1.0,,,1.0,4.0,1.0,,,,,,,,,,,19.0,,,,,,,,6.4,,,1.0,,,,,,,,9.0,3.0,12.0,1,1.0,15.0,,,
2015-16,6768290,30,4,Newcastle_United,Away,36465,50232,Jonjo Shelvey,jonjo-shelvey,M,False,2.0,,6.0,15.0,24.0,37.0,1.0,1.0,7.0,,,,,,,,3.0,4.0,,,2.0,,,,,3.0,1.0,,87.0,,1.0,,,,,,7.4,,,,,2.0,1.0,5.0,,13.0,,26.0,27.0,48.0,0,2.0,66.0,,,1.0
2015-16,6768290,30,4,Newcastle_United,Away,40686,58771,Jack Colback,jack-colback,M,False,,,3.0,7.0,18.0,25.0,7.0,3.0,6.0,,,,1.0,,,,10.0,8.0,,,2.0,,,,,4.0,1.0,,90.0,,1.0,,,,,,7.3,,,1.0,,4.0,1.0,,,6.0,,14.0,22.0,36.0,1,3.0,68.0,,1.0,1.0
2015-16,6768300,31,4,Newcastle_United,Home,15007,40799,Vurnon Anita,vurnon-anita,M,True,,,,11.0,1.0,12.0,,,,,,,2.0,,,,3.0,,,,,,,,,,1.0,,19.0,,,,,,,,6.1,,,,,,1.0,1.0,,1.0,,13.0,1.0,13.0,0,,18.0,,,
2015-16,6768300,31,4,Newcastle_United,Home,22126,41733,Georginio Wijnaldum,georginio-wijnaldum,M,False,1.0,,1.0,25.0,21.0,45.0,1.0,,10.0,,,,,,,2.0,4.0,8.0,,,,1.0,,,,,2.0,,90.0,,,,,,,,7.6,,,,,2.0,4.0,1.0,,2.0,,27.0,23.0,49.0,0,5.0,65.0,,,3.0
2015-16,6768300,31,4,Newcastle_United,Home,26895,43521,Henri Saivet,henri-saivet,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768300,31,4,Newcastle_United,Home,27014,45268,Moussa Sissoko,moussa-sissoko,M,False,1.0,,1.0,11.0,14.0,24.0,2.0,6.0,6.0,,,,1.0,,,2.0,7.0,15.0,,,,,,,,3.0,1.0,,90.0,1.0,,,,,,,7.5,,,1.0,,4.0,8.0,4.0,,5.0,,26.0,16.0,38.0,2,2.0,76.0,4.0,1.0,6.0
2015-16,6768300,31,4,Newcastle_United,Home,30262,48773,Siem de Jong,siem-de-jong,M,True,,,1.0,8.0,2.0,10.0,2.0,1.0,1.0,,,,3.0,,,,5.0,4.0,,,,,,,,1.0,,,28.0,,,,,,,,6.5,,,,,1.0,,,,1.0,,10.0,2.0,12.0,0,2.0,19.0,1.0,1.0,
2015-16,6768300,31,4,Newcastle_United,Home,36465,50232,Jonjo Shelvey,jonjo-shelvey,M,False,,,7.0,18.0,28.0,46.0,3.0,2.0,6.0,,,,,,,,4.0,5.0,,,1.0,,,,,,1.0,,90.0,2.0,,,,,,,7.4,,,2.0,,2.0,,1.0,,18.0,,33.0,30.0,62.0,4,3.0,75.0,1.0,,
2015-16,6768300,31,4,Newcastle_United,Home,40686,58771,Jack Colback,jack-colback,M,False,,,2.0,7.0,18.0,25.0,,2.0,1.0,,,,1.0,,,,5.0,4.0,,,4.0,,,,,2.0,,,62.0,,,,,,,,6.6,,,,,5.0,,1.0,,3.0,,11.0,20.0,30.0,0,2.0,50.0,,,
2015-16,6768316,32,4,Newcastle_United,Away,10438,28301,Cheik Tiote,cheik-tiote,M,False,,,2.0,11.0,21.0,32.0,2.0,4.0,3.0,,,,1.0,,,,5.0,7.0,,,2.0,,,,,1.0,1.0,,45.0,,,,,,,,6.9,,,,,5.0,,,,2.0,,12.0,21.0,33.0,0,2.0,42.0,,1.0,
2015-16,6768316,32,4,Newcastle_United,Away,15007,40799,Vurnon Anita,vurnon-anita,M,False,,,,10.0,11.0,21.0,1.0,,1.0,,,,,,,,2.0,2.0,,,1.0,,,,,1.0,,,62.0,,,,,,,,6.5,,,,,1.0,,2.0,,4.0,,18.0,14.0,30.0,0,2.0,50.0,1.0,,
2015-16,6768316,32,4,Newcastle_United,Away,22126,41733,Georginio Wijnaldum,georginio-wijnaldum,M,False,2.0,,1.0,32.0,16.0,46.0,3.0,2.0,5.0,,,,,,,,3.0,2.0,,,,,,,,1.0,2.0,,90.0,,,,,,,,6.7,,,,,2.0,,3.0,,2.0,,37.0,17.0,51.0,0,,58.0,1.0,,
2015-16,6768316,32,4,Newcastle_United,Away,27014,45268,Moussa Sissoko,moussa-sissoko,M,False,2.0,,2.0,18.0,22.0,38.0,2.0,2.0,8.0,,,,,,,,5.0,7.0,,,2.0,,,,,,2.0,,90.0,,,,,,,,6.9,,,,,,3.0,6.0,,3.0,,29.0,23.0,46.0,0,2.0,62.0,,1.0,2.0
2015-16,6768316,32,4,Newcastle_United,Away,30262,48773,Siem de Jong,siem-de-jong,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768316,32,4,Newcastle_United,Away,36465,50232,Jonjo Shelvey,jonjo-shelvey,M,False,3.0,,5.0,33.0,25.0,55.0,,1.0,4.0,,,,1.0,,,1.0,3.0,2.0,,,,,,,,,3.0,,90.0,,,,,,,,6.8,,,1.0,,,1.0,5.0,,12.0,,42.0,26.0,63.0,1,1.0,73.0,,,
2015-16,6768317,33,4,Newcastle_United,Away,10438,28301,Cheik Tiote,cheik-tiote,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768317,33,4,Newcastle_United,Away,15007,40799,Vurnon Anita,vurnon-anita,M,False,,,2.0,12.0,30.0,42.0,1.0,,9.0,,,,,,,1.0,2.0,1.0,,,,1.0,,,,3.0,1.0,,90.0,,1.0,,,,,,6.8,,,,,4.0,1.0,2.0,,4.0,,20.0,33.0,51.0,0,,81.0,2.0,,1.0
2015-16,6768317,33,4,Newcastle_United,Away,16511,38429,Gabriel Obertan,gabriel-obertan,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768317,33,4,Newcastle_United,Away,22126,41733,Georginio Wijnaldum,georginio-wijnaldum,M,False,,,,21.0,19.0,40.0,1.0,,3.0,,,,1.0,,,2.0,4.0,4.0,,,,,,,,1.0,,,90.0,,1.0,,,,,,6.4,,,,,1.0,1.0,1.0,,,,23.0,20.0,42.0,0,1.0,54.0,2.0,2.0,1.0
2015-16,6768317,33,4,Newcastle_United,Away,27014,45268,Moussa Sissoko,moussa-sissoko,M,False,1.0,,,15.0,14.0,28.0,,2.0,10.0,,,,,,,2.0,4.0,10.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,6.9,,,1.0,,2.0,3.0,5.0,,4.0,,26.0,18.0,39.0,1,5.0,62.0,1.0,1.0,2.0
2015-16,6768317,33,4,Newcastle_United,Away,30262,48773,Siem de Jong,siem-de-jong,M,True,,,,8.0,15.0,23.0,2.0,1.0,3.0,,,,,,,1.0,4.0,3.0,,,1.0,,,,,,,,50.0,,,,,,,,6.5,,,,,,1.0,,,2.0,,12.0,18.0,30.0,0,1.0,36.0,,,1.0
2015-16,6768317,33,4,Newcastle_United,Away,36465,50232,Jonjo Shelvey,jonjo-shelvey,M,False,,,6.0,16.0,26.0,42.0,,,8.0,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,90.0,,,,,,,,6.4,,,,,2.0,,2.0,,14.0,,31.0,29.0,58.0,0,1.0,67.0,2.0,,
2015-16,6768338,34,4,Newcastle_United,Home,10438,28301,Cheik Tiote,cheik-tiote,M,False,,,1.0,9.0,14.0,23.0,1.0,3.0,10.0,,,,1.0,,,2.0,5.0,8.0,,,1.0,,,,,2.0,,,66.0,,,,,,,,6.9,,,,,2.0,2.0,,,3.0,,17.0,17.0,34.0,0,2.0,49.0,1.0,1.0,2.0
2015-16,6768338,34,4,Newcastle_United,Home,15007,40799,Vurnon Anita,vurnon-anita,M,False,,,,8.0,4.0,12.0,2.0,1.0,3.0,,,,1.0,,,,5.0,5.0,,,2.0,,,,,3.0,1.0,,90.0,,,,,,,,6.9,,,,,,,2.0,,7.0,,18.0,9.0,25.0,0,4.0,59.0,,,
2015-16,6768338,34,4,Newcastle_United,Home,16511,38429,Gabriel Obertan,gabriel-obertan,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768338,34,4,Newcastle_United,Home,22126,41733,Georginio Wijnaldum,georginio-wijnaldum,M,False,,,1.0,11.0,7.0,18.0,1.0,,3.0,,,,1.0,,,2.0,5.0,,,,1.0,,,,,,2.0,,73.0,,,,,,,,6.4,,,,,,,1.0,,1.0,,15.0,7.0,21.0,0,,28.0,2.0,,
2015-16,6768338,34,4,Newcastle_United,Home,27014,45268,Moussa Sissoko,moussa-sissoko,M,False,1.0,,,11.0,5.0,15.0,2.0,,6.0,,,,,,,1.0,7.0,2.0,,,2.0,,1.0,,,,1.0,,90.0,1.0,,,,,,,7.2,,,1.0,,,2.0,2.0,,3.0,1.0,20.0,6.0,24.0,2,2.0,45.0,4.0,,
2015-16,6768338,34,4,Newcastle_United,Home,30262,48773,Siem de Jong,siem-de-jong,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768338,34,4,Newcastle_United,Home,36465,50232,Jonjo Shelvey,jonjo-shelvey,M,True,,,,3.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,24.0,1.0,,,,,,,6.7,,,,,1.0,,,,1.0,,7.0,4.0,11.0,1,,13.0,,,
2015-16,6768338,34,4,Newcastle_United,Home,40686,58771,Jack Colback,jack-colback,M,False,,,3.0,10.0,11.0,21.0,,,5.0,,,,1.0,,,1.0,5.0,6.0,,,3.0,,,,,4.0,,,90.0,1.0,,,,,,,7.4,,,1.0,,2.0,,,,4.0,,16.0,12.0,28.0,2,4.0,49.0,,2.0,
2015-16,6768382,35,4,Newcastle_United,Away,10438,28301,Cheik Tiote,cheik-tiote,M,False,,,2.0,10.0,12.0,22.0,1.0,3.0,9.0,,,,1.0,,,1.0,6.0,10.0,,,3.0,,,,,5.0,,,83.0,,,,,,,,7.2,,,,,4.0,,,,8.0,,21.0,13.0,34.0,0,7.0,52.0,1.0,,
2015-16,6768382,35,4,Newcastle_United,Away,15007,40799,Vurnon Anita,vurnon-anita,M,False,2.0,,,11.0,7.0,16.0,,,10.0,,,,1.0,,,2.0,5.0,4.0,,,,1.0,,,,2.0,1.0,,90.0,,1.0,,,,,,6.9,,,1.0,,2.0,3.0,2.0,,6.0,,18.0,11.0,27.0,1,3.0,63.0,,,1.0
2015-16,6768382,35,4,Newcastle_United,Away,22126,41733,Georginio Wijnaldum,georginio-wijnaldum,M,True,,,2.0,9.0,4.0,13.0,1.0,1.0,3.0,,,,,,,1.0,2.0,3.0,,,,1.0,,,,,2.0,,45.0,,,,,,,,7.0,,,,,,,,,3.0,,11.0,5.0,16.0,0,1.0,24.0,2.0,1.0,
2015-16,6768382,35,4,Newcastle_United,Away,27014,45268,Moussa Sissoko,moussa-sissoko,M,False,1.0,,2.0,19.0,10.0,28.0,,2.0,7.0,,,,,,,1.0,5.0,6.0,,,2.0,,,,,2.0,,,90.0,1.0,,,,,,,6.8,,,,,2.0,4.0,3.0,,3.0,,26.0,15.0,38.0,1,2.0,56.0,,,2.0
2015-16,6768382,35,4,Newcastle_United,Away,30262,48773,Siem de Jong,siem-de-jong,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768382,35,4,Newcastle_United,Away,36465,50232,Jonjo Shelvey,jonjo-shelvey,M,True,,,,1.0,,1.0,1.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,7.0,,,,,,,,6.4,,,,,,1.0,1.0,,,,3.0,,2.0,0,1.0,6.0,1.0,,
2015-16,6768382,35,4,Newcastle_United,Away,40686,58771,Jack Colback,jack-colback,M,False,,,,6.0,8.0,14.0,1.0,1.0,6.0,,,,3.0,,,1.0,11.0,7.0,,,6.0,,1.0,,,7.0,,,90.0,1.0,,,,,,,7.2,,,,,2.0,,,,,,14.0,15.0,29.0,1,4.0,47.0,,2.0,
2015-16,6768375,36,4,Newcastle_United,Home,10438,28301,Cheik Tiote,cheik-tiote,M,False,,,2.0,16.0,23.0,39.0,2.0,3.0,12.0,,,,,,,2.0,4.0,12.0,,,1.0,,,,,4.0,1.0,,90.0,,,,,,,,7.6,,,,,1.0,3.0,,,13.0,,34.0,25.0,59.0,0,4.0,76.0,,2.0,3.0
2015-16,6768375,36,4,Newcastle_United,Home,15007,40799,Vurnon Anita,vurnon-anita,M,False,1.0,,2.0,15.0,7.0,21.0,3.0,1.0,5.0,,,1.0,1.0,,,1.0,6.0,9.0,,,1.0,,,,,1.0,3.0,,88.0,,,,,,,,7.4,,,,,2.0,2.0,5.0,,6.0,,29.0,9.0,33.0,1,5.0,72.0,3.0,1.0,2.0
2015-16,6768375,36,4,Newcastle_United,Home,22126,41733,Georginio Wijnaldum,georginio-wijnaldum,M,False,,,,13.0,10.0,23.0,2.0,2.0,5.0,,,1.0,1.0,,,2.0,6.0,6.0,,,,,,,,1.0,,,80.0,1.0,,,,,,,6.7,,,,,1.0,2.0,1.0,,,,18.0,10.0,27.0,2,1.0,44.0,1.0,2.0,1.0
2015-16,6768375,36,4,Newcastle_United,Home,27014,45268,Moussa Sissoko,moussa-sissoko,M,False,,,,16.0,6.0,22.0,5.0,2.0,1.0,,,,,,,,8.0,4.0,,,3.0,,,,,,,,90.0,,,,1.0,,,,5.7,,,,,2.0,3.0,2.0,,,,27.0,7.0,32.0,0,,44.0,3.0,1.0,1.0
2015-16,6768375,36,4,Newcastle_United,Home,30262,48773,Siem de Jong,siem-de-jong,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768375,36,4,Newcastle_United,Home,36465,50232,Jonjo Shelvey,jonjo-shelvey,M,True,,,,2.0,1.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,6.5,,,,,,,,,1.0,,4.0,1.0,5.0,0,,6.0,,,
2015-16,6768375,36,4,Newcastle_United,Home,40686,58771,Jack Colback,jack-colback,M,False,1.0,,3.0,32.0,16.0,47.0,,,5.0,,,,2.0,,,,3.0,5.0,,,1.0,,,,,1.0,2.0,,90.0,,1.0,,,,,,7.5,,,1.0,,1.0,,1.0,,5.0,,36.0,18.0,53.0,1,5.0,63.0,,,
2015-16,6768353,37,4,Newcastle_United,Away,10438,28301,Cheik Tiote,cheik-tiote,M,False,,,6.0,14.0,29.0,43.0,4.0,1.0,5.0,1.0,,,1.0,,,1.0,8.0,6.0,,,2.0,,,,,2.0,1.0,,68.0,,,,,,,,7.3,,,,,3.0,,,,6.0,,16.0,29.0,45.0,0,3.0,58.0,1.0,2.0,
2015-16,6768353,37,4,Newcastle_United,Away,15007,40799,Vurnon Anita,vurnon-anita,M,False,1.0,,5.0,37.0,11.0,47.0,,2.0,3.0,,,,1.0,,,1.0,2.0,9.0,,,,,,,,3.0,2.0,,90.0,,,,,,,,7.9,,,,,4.0,,8.0,,10.0,,59.0,12.0,63.0,0,6.0,117.0,1.0,1.0,
2015-16,6768353,37,4,Newcastle_United,Away,22126,41733,Georginio Wijnaldum,georginio-wijnaldum,M,False,,,,11.0,11.0,22.0,1.0,1.0,6.0,,,1.0,1.0,,,3.0,8.0,4.0,,,2.0,,,,,1.0,,,90.0,1.0,,,,,,,6.1,,,,,,1.0,3.0,,,1.0,19.0,12.0,28.0,2,2.0,44.0,3.0,1.0,
2015-16,6768353,37,4,Newcastle_United,Away,27014,45268,Moussa Sissoko,moussa-sissoko,M,False,3.0,,5.0,29.0,13.0,39.0,3.0,2.0,4.0,,,,,,,2.0,9.0,6.0,,,2.0,,,,,2.0,,,90.0,,,,,,,,6.7,,,,,,4.0,5.0,,7.0,,38.0,19.0,52.0,0,1.0,75.0,2.0,2.0,2.0
2015-16,6768353,37,4,Newcastle_United,Away,30262,48773,Siem de Jong,siem-de-jong,M,True,,,,4.0,,4.0,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,4.0,,4.0,0,,4.0,,,
2015-16,6768353,37,4,Newcastle_United,Away,36465,50232,Jonjo Shelvey,jonjo-shelvey,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768353,37,4,Newcastle_United,Away,40686,58771,Jack Colback,jack-colback,M,False,1.0,,3.0,17.0,15.0,31.0,,,3.0,,,,2.0,,,,4.0,2.0,,,2.0,,,,,1.0,1.0,,89.0,,,,,,,,7.0,,,1.0,,1.0,,1.0,,3.0,,18.0,17.0,34.0,1,2.0,43.0,1.0,,
2015-16,6768383,38,4,Newcastle_United,Home,10438,28301,Cheik Tiote,cheik-tiote,M,False,,,1.0,15.0,20.0,35.0,,,6.0,,,,1.0,,,3.0,6.0,5.0,,,1.0,,,,,4.0,,,62.0,,,,,,,,6.6,,,,,1.0,1.0,,,3.0,,17.0,24.0,41.0,0,5.0,57.0,1.0,,
2015-16,6768383,38,4,Newcastle_United,Home,22126,41733,Georginio Wijnaldum,georginio-wijnaldum,M,False,,,,19.0,10.0,29.0,,,4.0,,,,,,,2.0,4.0,,,,,,2.0,,,2.0,1.0,,76.0,2.0,,,,,,,7.6,,,,,,2.0,,,,,23.0,12.0,35.0,2,,44.0,1.0,,
2015-16,6768383,38,4,Newcastle_United,Home,27014,45268,Moussa Sissoko,moussa-sissoko,M,False,2.0,,,25.0,11.0,34.0,1.0,,6.0,,1.0,1.0,,,,1.0,4.0,7.0,,,1.0,1.0,,,,1.0,2.0,,84.0,2.0,1.0,,,,1.0,,8.2,,,1.0,,,5.0,5.0,,,,34.0,11.0,40.0,4,1.0,60.0,,2.0,4.0
2015-16,6768383,38,4,Newcastle_United,Home,30262,48773,Siem de Jong,siem-de-jong,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768383,38,4,Newcastle_United,Home,36465,50232,Jonjo Shelvey,jonjo-shelvey,M,True,,,,3.0,2.0,5.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,1.0,1.0,,28.0,,,,,,,,6.6,,,,,,,,,1.0,,5.0,2.0,7.0,0,,9.0,,,
